truck_id,cargo_id,origin,destination,distance_km,truck_type,total_capacity_tons,available_capacity_tons,cargo_type,cargo_weight_tons,truck_departure_hour,cargo_pickup_hour,time_gap_hours,route_similarity,capacity_fit,driver_rating,on_time_rate,cancel_rate,route_deviation_rate,price_per_km_ton,quoted_price_inr,successful_match
T10160,C20160,Delhi,Lucknow,550,Tata 407,3.46,1.72,FMCG,1.6,17,21,2.83,0.993,1.0,4.25,0.906,0.063,0.042,0.45,397,0
T10161,C20161,Jaipur,Ahmedabad,670,Tata 407,3.64,0.32,Textiles,0.3,7,4,1.97,0.969,1.0,4.36,0.852,0.061,0.003,1.09,364,0
T10162,C20162,Bengaluru,Mumbai,980,40FT,18.14,11.15,Industrial Goods,3.72,11,10,0.98,0.964,1.0,4.12,0.725,0.039,0.005,0.89,3254,0
T10163,C20163,Mumbai,Bengaluru,980,40FT,21.95,8.28,Industrial Goods,5.7,1,0,2.34,0.987,1.0,4.57,0.876,0.002,0.005,0.98,5475,1
T10164,C20164,Bengaluru,Chennai,350,20FT,9.15,4.2,Industrial Goods,2.5,10,11,2.5,0.972,1.0,4.71,0.719,0.12,0.04,1.37,1200,1
T10165,C20165,Chennai,Hyderabad,630,20FT,8.3,1.3,Industrial Goods,0.4,9,11,1.97,0.887,1.0,3.64,0.95,0.127,0.032,0.97,306,0
T10166,C20166,Hyderabad,Bengaluru,570,17FT,6.44,4.82,Industrial Goods,0.81,5,8,1.76,1.0,1.0,4.21,0.99,0.063,0.019,1.15,530,1
T10167,C20167,Chennai,Hyderabad,630,40FT,21.38,13.72,Industrial Goods,2.59,4,3,0.24,0.833,1.0,4.22,0.904,0.105,0.02,1.09,1780,0
T10168,C20168,Delhi,Bengaluru,2150,17FT,7.34,1.96,Textiles,1.85,1,2,0.5,0.818,1.0,4.83,0.916,0.034,0.045,0.6,2397,1
T10169,C20169,Ahmedabad,Mumbai,530,20FT,7.98,3.95,Pharma,4.07,21,20,1.28,1.0,0.971,4.56,0.746,0.079,0.03,0.89,1922,1
T10170,C20170,Mumbai,Pune,150,40FT,22.19,7.97,FMCG,4.79,7,9,2.74,0.794,1.0,4.24,0.859,0.074,0.028,1.32,948,1
T10171,C20171,Bhubaneswar,Kolkata,440,Tata 407,3.41,1.02,Electronics,0.28,12,11,0.0,0.881,1.0,4.5,0.899,0.063,0.025,0.72,159,1
T10172,C20172,Ahmedabad,Jaipur,670,32FT,17.51,5.18,Textiles,3.49,7,5,1.66,1.0,1.0,4.09,0.703,0.081,0.072,1.27,2976,1
T10173,C20173,Jaipur,Ahmedabad,670,17FT,5.9,0.69,Auto Parts,0.21,0,0,0.69,0.782,1.0,4.89,0.81,0.057,0.008,0.96,322,0
T10174,C20174,Ahmedabad,Mumbai,530,32FT,17.21,12.15,Furniture,3.91,3,2,0.79,0.827,1.0,4.95,0.904,0.007,0.015,0.86,1788,1
T10175,C20175,Delhi,Lucknow,550,32FT,17.18,6.47,Electronics,1.73,11,11,1.53,0.911,1.0,3.94,0.88,0.05,0.02,0.57,540,1
T10176,C20176,Mumbai,Delhi,1400,40FT,19.16,14.22,FMCG,2.75,9,6,2.45,0.979,1.0,4.39,0.817,0.077,0.03,1.25,4801,1
T10177,C20177,Delhi,Bengaluru,2150,40FT,18.59,11.96,Electronics,7.48,10,9,0.02,0.845,1.0,4.33,0.791,0.019,0.021,1.05,16936,1
T10178,C20178,Bengaluru,Delhi,2150,LCV,2.41,0.77,FMCG,0.32,6,7,1.04,0.952,1.0,4.66,0.974,0.071,0.042,1.1,1187,1
T10179,C20179,Delhi,Jaipur,280,20FT,8.62,0.88,Pharma,0.79,8,6,1.39,0.803,1.0,3.58,0.943,0.304,0.011,0.91,201,0
T10180,C20180,Lucknow,Delhi,550,20FT,8.82,6.38,Furniture,3.83,8,9,0.64,0.787,1.0,4.69,0.91,0.059,0.033,0.65,1377,1
T10181,C20181,Mumbai,Delhi,1400,17FT,7.85,2.25,Textiles,1.54,0,0,0.0,0.96,1.0,3.92,0.995,0.024,0.015,0.63,1350,0
T10182,C20182,Delhi,Bengaluru,2150,40FT,24.5,6.02,Furniture,1.16,20,19,1.79,0.954,1.0,3.17,0.797,0.048,0.018,0.86,2134,0
T10183,C20183,Lucknow,Delhi,550,20FT,9.46,3.97,Industrial Goods,2.27,19,18,0.74,0.913,1.0,4.23,0.965,0.069,0.009,0.92,1149,1
T10184,C20184,Chennai,Hyderabad,630,20FT,8.53,0.91,Textiles,0.62,1,0,3.19,0.922,1.0,4.74,0.799,0.094,0.033,0.86,335,0
T10185,C20185,Hyderabad,Bengaluru,570,40FT,23.0,2.87,E-commerce Parcels,2.04,4,5,1.25,1.0,1.0,4.6,0.882,0.019,0.034,1.02,1178,1
T10186,C20186,Bengaluru,Chennai,350,LCV,2.4,0.38,Auto Parts,0.23,16,14,1.42,0.909,1.0,3.8,0.739,0.001,0.01,0.62,108,1
T10187,C20187,Kolkata,Bhubaneswar,440,17FT,6.02,1.22,Textiles,1.06,6,9,2.62,1.0,1.0,3.76,0.656,0.041,0.038,1.1,514,0
T10188,C20188,Jaipur,Ahmedabad,670,LCV,3.44,0.81,Textiles,0.34,9,11,2.88,0.958,1.0,4.53,0.901,0.107,0.032,1.22,409,0
T10189,C20189,Bhubaneswar,Kolkata,440,17FT,7.26,1.17,Auto Parts,1.26,18,17,1.02,0.897,0.929,3.45,0.804,0.111,0.081,0.77,428,0
T10190,C20190,Mumbai,Pune,150,LCV,3.17,0.55,Textiles,0.54,15,19,4.24,0.877,1.0,4.49,0.855,0.076,0.019,0.7,57,0
T10191,C20191,Delhi,Bengaluru,2150,Tata 407,4.08,2.85,Pharma,1.86,0,1,1.81,0.876,1.0,4.24,0.815,0.009,0.134,1.05,4209,0
T10192,C20192,Mumbai,Ahmedabad,530,40FT,18.67,10.49,E-commerce Parcels,5.88,14,13,1.77,1.0,1.0,4.21,0.881,0.07,0.009,0.91,2844,0
T10193,C20193,Bengaluru,Chennai,350,LCV,3.04,1.25,E-commerce Parcels,1.19,12,18,5.45,0.929,1.0,4.27,0.889,0.053,0.023,0.96,400,1
T10194,C20194,Delhi,Mumbai,1400,LCV,3.38,1.27,Electronics,0.73,23,21,2.57,0.999,1.0,4.61,0.87,0.063,0.034,0.93,944,1
T10195,C20195,Jaipur,Ahmedabad,670,17FT,6.61,2.55,Furniture,2.83,4,0,3.68,0.892,0.901,4.12,0.991,0.094,0.032,1.12,2114,1
T10196,C20196,Mumbai,Bengaluru,980,LCV,2.99,0.46,Pharma,0.44,23,23,0.0,0.965,1.0,4.6,0.897,0.022,0.075,0.81,396,1
T10197,C20197,Delhi,Kolkata,1500,17FT,6.35,0.98,Electronics,0.73,2,0,1.2,0.989,1.0,4.51,0.955,0.044,0.008,0.93,1021,1
T10198,C20198,Delhi,Lucknow,550,32FT,17.09,2.17,Auto Parts,0.59,11,20,8.7,0.953,1.0,4.99,0.696,0.05,0.015,0.8,261,0
T10199,C20199,Mumbai,Delhi,1400,40FT,18.49,2.17,E-commerce Parcels,1.27,12,13,0.82,0.822,1.0,4.49,0.766,0.014,0.049,0.84,1485,1
T10200,C20200,Ahmedabad,Jaipur,670,40FT,20.02,11.05,Textiles,0.26,23,23,0.31,0.928,1.0,4.53,0.843,0.018,0.034,1.01,339,0
T10201,C20201,Jaipur,Ahmedabad,670,20FT,9.06,3.58,E-commerce Parcels,2.99,4,7,3.01,0.909,1.0,4.75,0.992,0.031,0.021,1.22,2439,1
T10202,C20202,Mumbai,Pune,150,17FT,7.47,3.31,FMCG,2.43,16,14,2.32,0.964,1.0,5.0,0.813,0.079,0.071,1.0,365,0
T10203,C20203,Bhubaneswar,Kolkata,440,LCV,2.25,1.09,Furniture,0.45,12,9,2.98,0.948,1.0,4.45,0.93,0.026,0.044,0.57,125,1
T10204,C20204,Mumbai,Pune,150,20FT,8.98,6.61,FMCG,5.71,14,16,1.62,0.876,1.0,3.99,0.914,0.134,0.034,1.12,958,1
T10205,C20205,Kolkata,Delhi,1500,Tata 407,3.94,2.54,Textiles,2.69,12,10,1.43,1.0,0.944,4.04,0.867,0.087,0.067,0.8,3245,1
T10206,C20206,Bengaluru,Chennai,350,Tata 407,3.94,1.88,Auto Parts,2.0,11,11,1.67,0.951,0.938,4.5,0.642,0.059,0.021,0.74,520,1
T10207,C20207,Delhi,Kolkata,1500,17FT,5.56,1.01,FMCG,0.43,6,8,2.45,0.968,1.0,3.55,0.995,0.01,0.009,0.9,671,0
T10208,C20208,Bengaluru,Hyderabad,570,17FT,6.47,2.91,Industrial Goods,0.26,3,0,3.42,0.963,1.0,4.26,0.765,0.06,0.056,1.03,293,1
T10209,C20209,Ahmedabad,Mumbai,530,20FT,9.98,2.3,Textiles,2.41,22,21,0.0,0.989,0.953,4.08,0.766,0.22,0.027,1.02,1302,1
T10210,C20210,Mumbai,Pune,150,Tata 407,4.07,1.74,E-commerce Parcels,1.74,5,9,5.02,0.945,1.0,3.87,0.788,0.012,0.006,0.8,208,0
T10211,C20211,Bengaluru,Delhi,2150,Tata 407,4.18,1.76,FMCG,1.8,23,23,0.6,0.919,0.978,4.01,0.864,0.017,0.067,0.8,3087,0
T10212,C20212,Bengaluru,Hyderabad,570,32FT,15.27,7.97,Pharma,3.96,12,7,5.3,0.972,1.0,5.0,0.965,0.04,0.034,0.97,2192,0
T10213,C20213,Delhi,Kolkata,1500,LCV,3.35,0.85,Industrial Goods,0.78,20,16,4.47,0.962,1.0,5.0,0.818,0.034,0.026,1.07,1256,1
T10214,C20214,Pune,Mumbai,150,17FT,7.55,1.48,FMCG,1.44,22,23,1.41,0.876,1.0,4.47,0.828,0.078,0.037,1.32,285,1
T10215,C20215,Delhi,Jaipur,280,Tata 407,4.96,1.79,Textiles,0.54,21,21,0.0,0.82,1.0,3.38,0.904,0.023,0.039,0.73,109,0
T10216,C20216,Chennai,Bengaluru,350,Tata 407,3.27,1.48,Pharma,0.87,15,17,1.87,0.995,1.0,4.22,0.706,0.015,0.063,0.8,243,1
T10217,C20217,Mumbai,Bengaluru,980,Tata 407,3.44,0.76,Auto Parts,0.2,0,0,0.0,0.954,1.0,4.66,0.986,0.069,0.026,0.98,480,1
T10218,C20218,Jaipur,Delhi,280,LCV,3.37,2.34,FMCG,1.33,3,4,1.63,0.967,1.0,3.78,0.944,0.022,0.027,1.05,392,1
T10219,C20219,Chennai,Hyderabad,630,40FT,20.44,5.66,Industrial Goods,3.06,10,11,0.0,0.858,1.0,4.14,0.956,0.031,0.016,0.57,1107,1
T10220,C20220,Hyderabad,Chennai,630,LCV,2.86,0.61,Industrial Goods,0.37,11,13,1.71,0.999,1.0,4.5,0.995,0.157,0.04,1.24,389,0
T10221,C20221,Delhi,Kolkata,1500,Tata 407,4.21,1.47,E-commerce Parcels,0.67,9,13,3.2,0.705,1.0,5.0,0.939,0.013,0.111,0.8,803,0
T10222,C20222,Delhi,Jaipur,280,40FT,18.78,4.22,Textiles,2.66,0,0,0.0,0.846,1.0,4.08,0.995,0.025,0.01,0.9,669,1
T10223,C20223,Chennai,Bengaluru,350,32FT,16.58,5.78,Auto Parts,0.23,0,0,0.0,0.88,1.0,3.62,0.844,0.046,0.055,0.45,79,1
T10224,C20224,Hyderabad,Chennai,630,LCV,2.55,1.84,Electronics,0.8,5,2,4.29,0.842,1.0,4.4,0.818,0.028,0.003,1.01,514,0
T10225,C20225,Kolkata,Bhubaneswar,440,20FT,9.82,3.55,Electronics,0.26,5,5,0.0,0.993,1.0,3.53,0.907,0.074,0.008,1.19,263,0
T10226,C20226,Bengaluru,Chennai,350,32FT,15.33,9.75,FMCG,0.77,9,1,7.96,0.857,1.0,4.19,0.905,0.126,0.018,0.46,124,0
T10227,C20227,Kolkata,Bhubaneswar,440,LCV,3.9,1.52,FMCG,1.17,14,13,0.94,0.922,1.0,4.27,0.905,0.099,0.049,1.34,692,1
T10228,C20228,Kolkata,Delhi,1500,20FT,7.67,4.14,Textiles,1.97,21,21,0.96,1.0,1.0,4.52,0.781,0.075,0.04,0.66,1954,0
T10229,C20229,Pune,Mumbai,150,32FT,16.0,4.46,E-commerce Parcels,1.09,21,16,5.01,0.824,1.0,5.0,0.938,0.004,0.062,1.05,171,0
T10230,C20230,Jaipur,Ahmedabad,670,17FT,5.48,1.5,Auto Parts,1.54,15,13,3.58,0.824,0.973,4.08,0.823,0.046,0.035,0.92,945,0
T10231,C20231,Ahmedabad,Mumbai,530,LCV,3.19,2.36,Industrial Goods,1.54,13,11,1.8,0.894,1.0,4.93,0.691,0.012,0.003,1.21,988,1
T10232,C20232,Delhi,Mumbai,1400,17FT,5.73,1.4,Textiles,0.21,0,2,1.41,0.98,1.0,4.36,0.848,0.054,0.076,0.9,631,0
T10233,C20233,Chennai,Hyderabad,630,LCV,2.61,0.85,Electronics,0.69,13,12,1.08,1.0,1.0,3.82,0.898,0.012,0.052,0.83,363,1
T10234,C20234,Ahmedabad,Jaipur,670,LCV,2.88,1.74,Furniture,1.37,20,19,1.45,1.0,1.0,3.69,0.77,0.019,0.076,0.97,887,0
T10235,C20235,Mumbai,Ahmedabad,530,20FT,8.3,2.48,FMCG,1.77,12,11,1.4,0.868,1.0,4.51,0.771,0.15,0.034,0.99,930,0
T10236,C20236,Bengaluru,Chennai,350,Tata 407,4.66,0.81,Electronics,0.92,19,20,2.39,0.857,0.883,4.59,0.841,0.033,0.008,0.78,251,0
T10237,C20237,Delhi,Mumbai,1400,17FT,5.83,2.45,Textiles,0.97,9,6,1.54,0.924,1.0,4.86,0.995,0.043,0.011,0.81,1096,1
T10238,C20238,Mumbai,Pune,150,40FT,20.03,7.25,Textiles,6.12,20,22,1.64,0.711,1.0,4.07,0.895,0.081,0.022,1.04,957,0
T10239,C20239,Bengaluru,Hyderabad,570,40FT,19.2,9.51,E-commerce Parcels,6.08,8,6,2.86,0.964,1.0,4.2,0.958,0.05,0.01,0.59,2032,0
T10240,C20240,Mumbai,Bengaluru,980,Tata 407,3.35,0.79,Industrial Goods,0.54,8,7,0.66,0.958,1.0,3.93,0.829,0.014,0.017,0.92,485,1
T10241,C20241,Bengaluru,Delhi,2150,LCV,2.95,0.72,FMCG,0.24,8,10,2.57,0.812,1.0,4.0,0.715,0.015,0.001,0.73,783,0
T10242,C20242,Pune,Mumbai,150,40FT,18.33,3.88,Electronics,0.41,5,5,0.0,0.929,1.0,4.17,0.887,0.04,0.018,1.15,86,1
T10243,C20243,Mumbai,Bengaluru,980,32FT,17.52,12.84,Textiles,3.66,6,6,0.06,0.963,1.0,4.73,0.811,0.015,0.055,0.63,2272,1
T10244,C20244,Mumbai,Ahmedabad,530,17FT,6.35,2.1,Textiles,0.28,8,11,2.24,1.0,1.0,3.89,0.792,0.14,0.009,1.08,287,0
T10245,C20245,Bengaluru,Chennai,350,20FT,7.55,1.23,Pharma,0.73,15,14,1.52,0.873,1.0,4.43,0.738,0.037,0.037,0.74,191,0
T10246,C20246,Jaipur,Ahmedabad,670,20FT,8.27,3.05,Furniture,0.84,23,21,1.85,0.968,1.0,3.06,0.832,0.099,0.012,0.93,525,0
T10247,C20247,Ahmedabad,Jaipur,670,32FT,14.71,8.45,Textiles,7.67,7,1,4.82,0.926,1.0,5.0,0.898,0.026,0.053,0.85,4393,1
T10248,C20248,Mumbai,Ahmedabad,530,Tata 407,3.19,1.46,Furniture,1.11,18,16,1.95,0.924,1.0,5.0,0.772,0.055,0.006,1.08,630,1
T10249,C20249,Chennai,Hyderabad,630,20FT,9.59,0.97,Electronics,0.33,12,10,1.05,0.855,1.0,3.61,0.857,0.008,0.039,1.07,336,1
T10250,C20250,Bengaluru,Chennai,350,40FT,22.08,6.2,Furniture,0.68,16,19,3.81,0.961,1.0,4.52,0.885,0.037,0.001,0.9,214,1
T10251,C20251,Chennai,Hyderabad,630,40FT,24.19,17.36,Industrial Goods,3.54,9,11,2.11,1.0,1.0,5.0,0.985,0.06,0.084,1.06,2356,1
T10252,C20252,Delhi,Mumbai,1400,32FT,14.34,3.19,E-commerce Parcels,1.78,6,3,1.79,0.922,1.0,3.45,0.954,0.017,0.058,0.85,2106,0
T10253,C20253,Lucknow,Delhi,550,17FT,5.49,1.32,Textiles,1.28,21,22,0.39,0.854,1.0,4.77,0.995,0.063,0.031,1.09,763,0
T10254,C20254,Kolkata,Delhi,1500,32FT,17.71,8.54,Auto Parts,2.99,0,0,1.08,0.905,1.0,4.67,0.782,0.015,0.051,1.01,4506,1
T10255,C20255,Mumbai,Pune,150,20FT,8.34,0.73,Furniture,0.57,12,9,3.45,0.972,1.0,4.52,0.92,0.048,0.048,0.99,85,1
T10256,C20256,Bengaluru,Hyderabad,570,LCV,3.27,0.44,Electronics,0.48,18,19,0.55,0.928,0.9,4.48,0.979,0.016,0.023,0.98,279,1
T10257,C20257,Bhubaneswar,Kolkata,440,20FT,7.71,2.34,Textiles,2.35,8,12,4.25,0.99,0.999,4.32,0.818,0.048,0.081,1.22,1260,0
T10258,C20258,Delhi,Bengaluru,2150,17FT,5.98,0.94,Electronics,1.06,14,11,4.28,0.909,0.883,3.71,0.718,0.017,0.056,1.11,2540,0
T10259,C20259,Jaipur,Delhi,280,Tata 407,4.21,1.36,E-commerce Parcels,0.2,2,3,2.03,0.992,1.0,4.11,0.973,0.107,0.016,0.91,128,1
T10260,C20260,Chennai,Bengaluru,350,Tata 407,4.34,0.74,Textiles,0.81,6,1,4.13,0.955,0.919,4.81,0.786,0.023,0.049,0.94,265,1
T10261,C20261,Delhi,Kolkata,1500,40FT,23.26,12.73,Textiles,3.2,14,11,2.18,1.0,1.0,4.02,0.937,0.003,0.049,0.74,3530,1
T10262,C20262,Lucknow,Delhi,550,17FT,6.59,0.8,E-commerce Parcels,0.85,10,11,1.22,0.899,0.946,3.87,0.792,0.09,0.01,1.13,523,1
T10263,C20263,Hyderabad,Bengaluru,570,17FT,5.94,3.04,FMCG,2.22,22,20,2.28,0.993,1.0,4.08,0.939,0.087,0.006,0.84,1060,0
T10264,C20264,Bengaluru,Delhi,2150,32FT,17.14,5.7,Electronics,4.16,19,14,4.67,0.88,1.0,4.17,0.887,0.148,0.039,0.64,5720,1
T10265,C20265,Kolkata,Delhi,1500,20FT,7.39,1.72,Textiles,1.43,22,22,0.0,0.959,1.0,3.95,0.659,0.069,0.043,1.33,2856,1
T10266,C20266,Mumbai,Pune,150,20FT,8.26,0.78,Electronics,0.25,15,14,1.2,0.943,1.0,4.57,0.822,0.009,0.043,1.25,93,0
T10267,C20267,Bengaluru,Hyderabad,570,20FT,8.24,5.66,FMCG,5.49,18,21,3.32,0.923,1.0,4.14,0.795,0.089,0.006,1.12,3513,0
T10268,C20268,Chennai,Hyderabad,630,40FT,22.55,6.68,Textiles,6.98,7,7,0.0,0.915,0.957,4.48,0.847,0.128,0.023,1.0,4397,1
T10269,C20269,Mumbai,Delhi,1400,Tata 407,4.91,3.57,FMCG,3.98,5,4,1.03,0.922,0.897,4.56,0.995,0.074,0.15,1.37,7652,0
T10270,C20270,Hyderabad,Chennai,630,32FT,17.21,11.48,Pharma,2.09,23,23,0.47,0.959,1.0,4.16,0.694,0.064,0.003,1.04,1367,0
T10271,C20271,Mumbai,Pune,150,32FT,16.76,2.88,Industrial Goods,0.56,21,21,0.3,0.943,1.0,4.46,0.854,0.059,0.018,1.03,86,1
T10272,C20272,Chennai,Hyderabad,630,LCV,3.36,1.89,Industrial Goods,1.23,14,16,3.52,0.887,1.0,4.18,0.792,0.012,0.032,0.89,692,1
T10273,C20273,Hyderabad,Chennai,630,Tata 407,4.31,1.91,Industrial Goods,0.39,21,20,1.48,1.0,1.0,4.36,0.781,0.051,0.016,1.52,477,1
T10274,C20274,Ahmedabad,Jaipur,670,Tata 407,3.09,1.95,Pharma,1.39,15,17,4.54,0.931,1.0,4.42,0.9,0.004,0.0,0.88,816,0
T10275,C20275,Delhi,Mumbai,1400,LCV,2.96,1.46,Furniture,0.46,0,1,1.42,0.982,1.0,4.74,0.698,0.007,0.028,1.0,702,1
T10276,C20276,Pune,Mumbai,150,32FT,14.47,9.35,FMCG,4.33,23,23,0.11,0.902,1.0,4.13,0.995,0.033,0.016,0.98,633,1
T10277,C20277,Hyderabad,Bengaluru,570,32FT,17.11,11.33,Auto Parts,2.48,12,11,1.43,1.0,1.0,3.94,0.807,0.12,0.061,0.9,1268,1
T10278,C20278,Chennai,Bengaluru,350,17FT,6.97,4.45,Pharma,3.61,15,14,0.23,0.9,1.0,4.28,0.824,0.014,0.058,0.89,1125,1
T10279,C20279,Delhi,Jaipur,280,32FT,15.24,1.54,Auto Parts,0.45,23,23,2.02,1.0,1.0,4.17,0.826,0.013,0.017,0.94,132,1
T10280,C20280,Mumbai,Delhi,1400,20FT,8.5,3.76,Textiles,3.61,14,16,2.46,1.0,1.0,4.33,0.981,0.132,0.018,1.24,6269,1
T10281,C20281,Lucknow,Delhi,550,17FT,5.36,2.5,FMCG,0.62,12,7,6.06,0.907,1.0,4.56,0.995,0.051,0.004,1.23,419,0
T10282,C20282,Lucknow,Delhi,550,40FT,18.93,12.69,Industrial Goods,6.74,2,3,1.72,1.0,1.0,4.24,0.963,0.15,0.023,1.05,3876,1
T10283,C20283,Mumbai,Pune,150,32FT,17.99,7.79,Auto Parts,3.23,19,23,4.04,0.911,1.0,3.96,0.952,0.115,0.02,0.98,475,1
T10284,C20284,Ahmedabad,Jaipur,670,17FT,6.0,3.98,Electronics,2.33,19,16,3.72,0.922,1.0,4.62,0.897,0.073,0.002,1.0,1567,1
T10285,C20285,Ahmedabad,Jaipur,670,LCV,3.6,1.48,Textiles,0.56,20,22,2.84,0.859,1.0,5.0,0.653,0.088,0.023,0.63,238,1
T10286,C20286,Kolkata,Bhubaneswar,440,40FT,24.86,3.98,Pharma,1.81,22,19,3.1,0.923,1.0,5.0,0.924,0.053,0.027,0.64,510,1
T10287,C20287,Lucknow,Delhi,550,Tata 407,3.01,1.35,Textiles,0.36,2,1,1.14,0.891,1.0,4.13,0.668,0.097,0.002,0.65,178,0
T10288,C20288,Mumbai,Pune,150,Tata 407,4.84,2.74,Furniture,2.57,6,2,4.33,0.915,1.0,3.61,0.95,0.097,0.051,0.93,359,0
T10289,C20289,Jaipur,Ahmedabad,670,17FT,7.1,5.23,Auto Parts,2.67,13,11,0.24,0.998,1.0,4.51,0.995,0.132,0.02,1.42,2539,1
T10290,C20290,Chennai,Hyderabad,630,20FT,9.52,1.58,Auto Parts,0.51,12,14,1.41,0.917,1.0,4.17,0.76,0.149,0.005,0.76,246,0
T10291,C20291,Mumbai,Ahmedabad,530,17FT,6.8,1.64,Pharma,0.46,15,17,1.23,0.838,1.0,3.86,0.747,0.083,0.086,0.77,204,0
T10292,C20292,Hyderabad,Chennai,630,Tata 407,3.7,0.49,Furniture,0.35,19,23,4.18,0.875,1.0,3.77,0.846,0.022,0.009,0.79,250,0
T10293,C20293,Kolkata,Delhi,1500,40FT,24.44,12.56,Auto Parts,1.06,22,19,2.83,0.908,1.0,4.42,0.81,0.084,0.01,1.16,1847,1
T10294,C20294,Delhi,Jaipur,280,32FT,14.84,7.79,FMCG,6.05,10,9,1.14,0.919,1.0,4.75,0.733,0.098,0.016,1.38,2340,0
T10295,C20295,Mumbai,Ahmedabad,530,32FT,16.58,4.48,Electronics,4.98,19,17,1.06,0.866,0.9,4.26,0.995,0.185,0.065,0.84,2228,1
T10296,C20296,Hyderabad,Bengaluru,570,20FT,7.69,2.62,FMCG,2.63,6,0,5.04,0.905,0.995,5.0,0.904,0.036,0.036,1.17,1759,0
T10297,C20297,Delhi,Bengaluru,2150,40FT,21.16,5.8,E-commerce Parcels,4.33,23,19,3.64,0.912,1.0,4.29,0.965,0.085,0.032,0.91,8439,0
T10298,C20298,Bhubaneswar,Kolkata,440,17FT,6.3,1.37,Furniture,0.96,2,1,1.97,0.88,1.0,4.8,0.901,0.082,0.044,0.95,403,1
T10299,C20299,Lucknow,Delhi,550,Tata 407,3.26,2.39,Electronics,0.71,10,10,0.0,0.999,1.0,5.0,0.864,0.047,0.013,1.22,479,1
T10300,C20300,Delhi,Bengaluru,2150,Tata 407,4.3,0.92,Industrial Goods,0.22,9,11,1.54,1.0,1.0,4.45,0.973,0.016,0.013,0.96,1033,1
T10301,C20301,Bengaluru,Delhi,2150,17FT,5.41,1.96,FMCG,1.11,7,8,0.9,1.0,1.0,4.3,0.954,0.206,0.006,0.74,1763,1
T10302,C20302,Delhi,Mumbai,1400,Tata 407,3.98,1.03,Furniture,0.86,23,17,6.09,0.83,1.0,4.79,0.824,0.14,0.077,0.56,678,0
T10303,C20303,Mumbai,Pune,150,40FT,21.98,3.49,Industrial Goods,0.37,21,22,2.56,1.0,1.0,4.32,0.827,0.023,0.026,0.92,69,0
T10304,C20304,Bengaluru,Chennai,350,LCV,3.7,0.33,Auto Parts,0.28,6,1,5.3,0.783,1.0,3.74,0.995,0.055,0.007,0.9,157,0
T10305,C20305,Bengaluru,Mumbai,980,LCV,2.94,1.69,Electronics,1.34,18,17,1.59,0.995,1.0,4.87,0.796,0.06,0.02,1.3,1710,1
T10306,C20306,Ahmedabad,Jaipur,670,20FT,8.52,4.93,Electronics,5.08,4,5,0.95,0.956,0.97,4.17,0.791,0.073,0.09,0.93,3178,1
T10307,C20307,Bengaluru,Chennai,350,40FT,19.61,7.64,FMCG,2.95,2,0,2.87,0.988,1.0,3.92,0.882,0.008,0.021,1.15,1186,0
T10308,C20308,Mumbai,Delhi,1400,40FT,23.75,11.43,Electronics,6.04,5,10,4.97,0.922,1.0,4.64,0.613,0.041,0.002,0.99,8407,1
T10309,C20309,Jaipur,Ahmedabad,670,Tata 407,3.32,1.9,Industrial Goods,0.41,14,17,3.13,0.979,1.0,4.91,0.871,0.035,0.013,0.88,295,1
T10310,C20310,Mumbai,Delhi,1400,17FT,5.04,3.48,Pharma,2.64,12,15,2.78,1.0,1.0,4.69,0.888,0.011,0.078,0.73,2697,0
T10311,C20311,Mumbai,Pune,150,20FT,7.3,1.04,E-commerce Parcels,0.23,22,20,3.38,0.903,1.0,4.65,0.824,0.049,0.071,0.98,73,0
T10312,C20312,Pune,Mumbai,150,32FT,17.22,6.89,Industrial Goods,1.69,21,23,2.13,0.991,1.0,4.79,0.824,0.046,0.011,0.63,159,1
T10313,C20313,Mumbai,Delhi,1400,40FT,24.2,10.92,Auto Parts,3.91,14,15,1.88,0.947,1.0,4.76,0.918,0.119,0.084,0.69,3788,1
T10314,C20314,Jaipur,Delhi,280,20FT,8.82,1.63,Industrial Goods,0.46,14,12,1.98,0.927,1.0,5.0,0.597,0.02,0.021,0.9,126,1
T10315,C20315,Bengaluru,Delhi,2150,32FT,16.31,10.13,Industrial Goods,4.43,18,19,0.19,1.0,1.0,4.18,0.756,0.017,0.013,0.6,5693,1
T10316,C20316,Delhi,Bengaluru,2150,32FT,14.07,3.88,E-commerce Parcels,3.51,14,16,1.48,0.953,1.0,4.37,0.918,0.118,0.014,1.23,9279,1
T10317,C20317,Delhi,Mumbai,1400,17FT,6.75,2.62,Pharma,2.95,1,0,0.5,0.98,0.889,3.23,0.772,0.031,0.022,0.92,3794,0
T10318,C20318,Chennai,Hyderabad,630,Tata 407,4.43,2.06,Pharma,1.57,4,3,0.48,0.887,1.0,4.5,0.844,0.029,0.015,1.07,1059,1
T10319,C20319,Delhi,Bengaluru,2150,17FT,5.32,2.25,Furniture,0.66,18,15,3.66,0.797,1.0,4.14,0.796,0.01,0.026,1.49,2108,0
T10320,C20320,Chennai,Hyderabad,630,40FT,20.81,4.04,Furniture,0.45,5,2,3.41,0.916,1.0,3.82,0.715,0.17,0.037,0.65,203,0
T10321,C20321,Mumbai,Delhi,1400,17FT,5.7,1.74,FMCG,0.59,5,4,0.01,0.965,1.0,4.63,0.83,0.015,0.043,1.31,1073,1
