cargo_id,origin,destination,distance_km,cargo_type,cargo_weight_tons,pickup_hour,urgency
C20409,Delhi,Bengaluru,2150,Industrial Goods,0.84,23,same_day
C20410,Jaipur,Delhi,280,Electronics,0.91,21,normal
C20411,Chennai,Bengaluru,350,Auto Parts,1.6,13,normal
C20412,Chennai,Bengaluru,350,Pharma,3.92,14,normal
C20413,Bengaluru,Chennai,350,Industrial Goods,6.38,3,same_day
C20414,Ahmedabad,Mumbai,530,Furniture,0.54,11,normal
C20415,Kolkata,Delhi,1500,Electronics,1.59,13,normal
C20416,Delhi,Mumbai,1400,E-commerce Parcels,5.14,5,urgent
C20417,Kolkata,Bhubaneswar,440,Textiles,2.13,17,normal
C20418,Delhi,Lucknow,550,Auto Parts,0.34,14,same_day
C20419,Bengaluru,Delhi,2150,Furniture,1.22,13,same_day
C20420,Hyderabad,Bengaluru,570,E-commerce Parcels,0.99,15,normal
C20421,Jaipur,Ahmedabad,670,Auto Parts,0.45,1,normal
C20422,Hyderabad,Chennai,630,Auto Parts,0.26,18,normal
C20423,Mumbai,Delhi,1400,E-commerce Parcels,0.96,11,normal
C20424,Jaipur,Delhi,280,E-commerce Parcels,2.11,2,normal
C20425,Bengaluru,Delhi,2150,Furniture,1.37,8,urgent
C20426,Ahmedabad,Jaipur,670,Electronics,0.53,3,normal
C20427,Mumbai,Delhi,1400,Industrial Goods,1.4,9,urgent
C20428,Mumbai,Delhi,1400,Auto Parts,0.56,1,urgent
C20429,Bengaluru,Mumbai,980,FMCG,3.8,1,urgent
C20430,Jaipur,Ahmedabad,670,FMCG,6.23,9,normal
C20431,Delhi,Jaipur,280,Electronics,1.36,7,normal
C20432,Jaipur,Ahmedabad,670,Textiles,4.91,23,normal
C20433,Delhi,Bengaluru,2150,FMCG,2.91,13,same_day
C20434,Bengaluru,Chennai,350,Industrial Goods,0.97,4,same_day
C20435,Chennai,Bengaluru,350,Auto Parts,1.58,5,normal
C20436,Kolkata,Bhubaneswar,440,Auto Parts,0.24,12,normal
C20437,Jaipur,Delhi,280,Pharma,0.91,13,normal
C20438,Pune,Mumbai,150,Furniture,2.94,22,normal
C20439,Mumbai,Delhi,1400,Industrial Goods,2.47,0,normal
C20440,Delhi,Kolkata,1500,Pharma,1.53,8,normal
C20441,Bhubaneswar,Kolkata,440,E-commerce Parcels,0.89,10,normal
C20442,Delhi,Kolkata,1500,Industrial Goods,1.51,20,normal
C20443,Mumbai,Ahmedabad,530,Electronics,1.57,0,same_day
C20444,Mumbai,Bengaluru,980,Pharma,0.88,17,same_day
C20445,Delhi,Jaipur,280,FMCG,0.31,15,normal
C20446,Delhi,Lucknow,550,Textiles,1.48,6,normal
C20447,Hyderabad,Chennai,630,FMCG,1.46,11,urgent
C20448,Pune,Mumbai,150,Furniture,2.35,13,normal
C20449,Mumbai,Bengaluru,980,FMCG,1.78,7,normal
C20450,Chennai,Bengaluru,350,Auto Parts,1.51,21,normal
C20451,Delhi,Jaipur,280,Electronics,5.67,17,normal
C20452,Mumbai,Pune,150,Auto Parts,0.76,0,normal
C20453,Ahmedabad,Mumbai,530,E-commerce Parcels,7.05,13,same_day
C20454,Mumbai,Delhi,1400,FMCG,0.6,13,normal
C20455,Bengaluru,Chennai,350,FMCG,6.43,10,same_day
C20456,Delhi,Jaipur,280,Electronics,0.24,2,normal
C20457,Bhubaneswar,Kolkata,440,FMCG,3.02,23,same_day
C20458,Mumbai,Bengaluru,980,Industrial Goods,1.02,5,normal
C20459,Chennai,Hyderabad,630,FMCG,0.3,11,urgent
C20460,Chennai,Hyderabad,630,E-commerce Parcels,1.82,20,normal
C20461,Delhi,Lucknow,550,Electronics,1.27,12,normal
C20462,Bengaluru,Chennai,350,Auto Parts,0.52,22,normal
C20463,Bengaluru,Chennai,350,E-commerce Parcels,0.51,3,normal
C20464,Mumbai,Delhi,1400,FMCG,2.71,7,normal
C20465,Pune,Mumbai,150,Furniture,0.32,22,normal
C20466,Mumbai,Delhi,1400,Industrial Goods,0.83,2,normal
C20467,Mumbai,Bengaluru,980,Textiles,1.45,13,normal
C20468,Delhi,Jaipur,280,Textiles,0.37,11,normal
C20469,Delhi,Bengaluru,2150,FMCG,1.57,21,normal
C20470,Kolkata,Bhubaneswar,440,E-commerce Parcels,7.55,3,normal
C20471,Hyderabad,Chennai,630,Furniture,1.0,14,normal
C20472,Bengaluru,Hyderabad,570,Furniture,2.77,13,same_day
C20473,Mumbai,Pune,150,E-commerce Parcels,0.33,11,same_day
C20474,Bengaluru,Delhi,2150,Electronics,0.39,9,normal
C20475,Bengaluru,Hyderabad,570,Textiles,0.53,15,normal
C20476,Bhubaneswar,Kolkata,440,Pharma,3.04,7,normal
C20477,Bengaluru,Chennai,350,FMCG,0.47,10,same_day
C20478,Bhubaneswar,Kolkata,440,Pharma,5.28,1,normal
C20479,Bengaluru,Chennai,350,Furniture,4.42,21,normal
C20480,Mumbai,Pune,150,Auto Parts,0.39,21,normal
C20481,Hyderabad,Chennai,630,Industrial Goods,0.65,17,normal
C20482,Mumbai,Ahmedabad,530,Electronics,1.95,14,normal
C20483,Bengaluru,Delhi,2150,FMCG,0.8,0,same_day
C20484,Delhi,Jaipur,280,Industrial Goods,1.25,3,same_day
C20485,Bengaluru,Hyderabad,570,Pharma,1.15,3,urgent
C20486,Delhi,Mumbai,1400,Electronics,0.44,0,normal
C20487,Lucknow,Delhi,550,Furniture,4.63,18,normal
C20488,Mumbai,Pune,150,E-commerce Parcels,0.5,17,normal
C20489,Hyderabad,Bengaluru,570,Electronics,1.26,2,normal
C20490,Kolkata,Delhi,1500,Electronics,1.46,7,normal
C20491,Kolkata,Delhi,1500,Electronics,1.18,17,normal
C20492,Delhi,Kolkata,1500,FMCG,3.05,13,same_day
C20493,Delhi,Kolkata,1500,FMCG,5.88,6,normal
C20494,Delhi,Jaipur,280,Industrial Goods,1.45,23,normal
C20495,Jaipur,Delhi,280,Furniture,1.06,15,normal
C20496,Kolkata,Bhubaneswar,440,Furniture,1.38,10,normal
C20497,Mumbai,Ahmedabad,530,Textiles,1.13,8,normal
C20498,Lucknow,Delhi,550,FMCG,1.4,22,same_day
C20499,Chennai,Bengaluru,350,Textiles,3.16,2,normal
C20500,Ahmedabad,Jaipur,670,FMCG,0.34,11,same_day
C20501,Bengaluru,Mumbai,980,Industrial Goods,7.89,17,same_day
C20502,Mumbai,Pune,150,Auto Parts,4.59,23,same_day
C20503,Mumbai,Ahmedabad,530,Furniture,0.48,11,normal
C20504,Delhi,Jaipur,280,Electronics,0.65,13,same_day
C20505,Mumbai,Bengaluru,980,E-commerce Parcels,0.59,15,urgent
C20506,Ahmedabad,Jaipur,670,Textiles,1.63,1,urgent
C20507,Hyderabad,Bengaluru,570,E-commerce Parcels,1.92,23,normal
C20508,Delhi,Bengaluru,2150,Furniture,6.25,5,normal
C20509,Hyderabad,Chennai,630,Textiles,4.9,15,normal
C20510,Delhi,Kolkata,1500,Electronics,7.18,20,normal
C20511,Bengaluru,Hyderabad,570,Furniture,0.31,16,normal
C20512,Delhi,Lucknow,550,E-commerce Parcels,0.87,13,normal
C20513,Hyderabad,Bengaluru,570,Auto Parts,1.84,2,normal
C20514,Chennai,Bengaluru,350,E-commerce Parcels,4.5,7,urgent
C20515,Kolkata,Delhi,1500,Pharma,1.95,14,normal
C20516,Mumbai,Delhi,1400,Textiles,5.43,21,normal
C20517,Bengaluru,Mumbai,980,Industrial Goods,2.73,4,normal
C20518,Delhi,Mumbai,1400,Furniture,1.12,23,normal
C20519,Bengaluru,Delhi,2150,FMCG,2.66,20,normal
C20520,Ahmedabad,Jaipur,670,Furniture,0.38,14,normal
C20521,Kolkata,Delhi,1500,Auto Parts,0.81,0,same_day
C20522,Lucknow,Delhi,550,Textiles,1.72,0,normal
C20523,Lucknow,Delhi,550,Textiles,0.67,8,normal
C20524,Hyderabad,Chennai,630,Auto Parts,0.35,5,same_day
C20525,Bhubaneswar,Kolkata,440,Furniture,0.48,17,normal
C20526,Bengaluru,Delhi,2150,Furniture,0.68,10,normal
C20527,Bengaluru,Delhi,2150,Pharma,0.83,19,same_day
C20528,Kolkata,Bhubaneswar,440,Textiles,0.38,8,same_day
C20529,Chennai,Hyderabad,630,Textiles,4.83,7,normal
C20530,Chennai,Bengaluru,350,Pharma,0.7,22,normal
C20531,Bhubaneswar,Kolkata,440,Auto Parts,3.42,23,normal
C20532,Delhi,Bengaluru,2150,Auto Parts,0.23,0,same_day
C20533,Mumbai,Pune,150,FMCG,0.47,19,normal
C20534,Mumbai,Pune,150,Industrial Goods,5.5,17,same_day
C20535,Mumbai,Bengaluru,980,Pharma,5.09,11,same_day
C20536,Delhi,Kolkata,1500,Industrial Goods,0.88,8,normal
C20537,Ahmedabad,Mumbai,530,FMCG,0.41,14,normal
C20538,Pune,Mumbai,150,FMCG,5.07,6,normal
C20539,Jaipur,Delhi,280,Pharma,1.62,19,normal
C20540,Hyderabad,Bengaluru,570,Industrial Goods,0.37,0,same_day
C20541,Hyderabad,Bengaluru,570,Textiles,1.46,7,same_day
C20542,Pune,Mumbai,150,Pharma,1.96,18,normal
C20543,Bengaluru,Chennai,350,Auto Parts,0.76,22,normal
C20544,Delhi,Mumbai,1400,Pharma,0.23,7,normal
C20545,Mumbai,Bengaluru,980,Electronics,1.46,4,normal
C20546,Delhi,Jaipur,280,Pharma,4.59,8,normal
C20547,Delhi,Lucknow,550,FMCG,2.48,6,urgent
C20548,Delhi,Mumbai,1400,Industrial Goods,1.53,13,normal
C20549,Jaipur,Ahmedabad,670,Textiles,1.78,13,normal
C20550,Chennai,Bengaluru,350,Industrial Goods,2.43,0,normal
C20551,Delhi,Jaipur,280,Textiles,2.9,8,normal
C20552,Chennai,Bengaluru,350,E-commerce Parcels,0.43,2,normal
C20553,Mumbai,Ahmedabad,530,Industrial Goods,0.53,12,normal
C20554,Bengaluru,Mumbai,980,Textiles,1.14,0,same_day
C20555,Delhi,Bengaluru,2150,Furniture,4.85,23,normal
C20556,Chennai,Hyderabad,630,Industrial Goods,6.73,23,normal
C20557,Delhi,Lucknow,550,Textiles,4.93,17,normal
C20558,Kolkata,Delhi,1500,Industrial Goods,1.49,20,same_day
C20559,Bhubaneswar,Kolkata,440,Furniture,1.14,10,normal
C20560,Ahmedabad,Mumbai,530,Auto Parts,1.78,14,same_day
C20561,Kolkata,Bhubaneswar,440,E-commerce Parcels,1.41,18,normal
C20562,Bhubaneswar,Kolkata,440,Textiles,4.41,16,normal
C20563,Bengaluru,Hyderabad,570,Auto Parts,0.67,15,same_day
C20564,Delhi,Jaipur,280,Industrial Goods,0.75,18,normal
C20565,Bengaluru,Mumbai,980,Textiles,1.38,5,normal
C20566,Hyderabad,Chennai,630,E-commerce Parcels,1.26,5,normal
C20567,Ahmedabad,Mumbai,530,Industrial Goods,0.46,0,normal
C20568,Jaipur,Ahmedabad,670,Textiles,0.36,13,normal
C20569,Delhi,Jaipur,280,Furniture,3.2,8,normal
C20570,Lucknow,Delhi,550,Electronics,0.33,17,normal
C20571,Chennai,Bengaluru,350,Furniture,3.96,6,normal
C20572,Chennai,Bengaluru,350,Pharma,7.28,6,normal
C20573,Bengaluru,Delhi,2150,FMCG,0.71,11,urgent
C20574,Hyderabad,Chennai,630,Furniture,4.28,12,normal
C20575,Delhi,Jaipur,280,FMCG,1.37,7,same_day
C20576,Bengaluru,Delhi,2150,Textiles,2.64,18,normal
C20577,Jaipur,Ahmedabad,670,E-commerce Parcels,1.1,15,normal
C20578,Lucknow,Delhi,550,Furniture,0.85,10,normal
C20579,Pune,Mumbai,150,Electronics,5.03,7,normal
C20580,Mumbai,Pune,150,Electronics,0.23,1,normal
C20581,Kolkata,Delhi,1500,Electronics,1.02,5,same_day
C20582,Delhi,Mumbai,1400,Furniture,0.22,20,same_day
C20583,Delhi,Mumbai,1400,Auto Parts,0.58,18,normal
C20584,Mumbai,Bengaluru,980,Industrial Goods,0.53,0,normal
C20585,Bengaluru,Mumbai,980,Furniture,3.86,20,normal
C20586,Jaipur,Ahmedabad,670,Electronics,0.37,3,normal
C20587,Bengaluru,Mumbai,980,Electronics,1.85,14,urgent
C20588,Mumbai,Bengaluru,980,Auto Parts,0.42,6,normal
C20589,Delhi,Lucknow,550,Electronics,2.2,10,same_day
C20590,Delhi,Bengaluru,2150,FMCG,1.9,11,same_day
C20591,Chennai,Hyderabad,630,E-commerce Parcels,1.12,6,normal
C20592,Kolkata,Delhi,1500,Textiles,2.33,22,same_day
C20593,Pune,Mumbai,150,Auto Parts,1.45,23,normal
C20594,Bengaluru,Mumbai,980,Textiles,1.29,16,normal
C20595,Mumbai,Delhi,1400,Pharma,0.72,17,same_day
C20596,Delhi,Kolkata,1500,Pharma,0.81,7,same_day
C20597,Delhi,Jaipur,280,Textiles,3.24,11,normal
C20598,Chennai,Bengaluru,350,Textiles,0.79,20,normal
C20599,Delhi,Kolkata,1500,Auto Parts,0.23,5,normal
C20600,Delhi,Kolkata,1500,Furniture,0.74,4,same_day
C20601,Bhubaneswar,Kolkata,440,Electronics,4.08,6,normal
C20602,Hyderabad,Bengaluru,570,Auto Parts,2.04,0,same_day
C20603,Bengaluru,Mumbai,980,Pharma,0.59,3,normal
C20604,Jaipur,Delhi,280,Industrial Goods,7.37,3,normal
C20605,Delhi,Lucknow,550,Industrial Goods,3.26,2,normal
C20606,Mumbai,Bengaluru,980,FMCG,0.53,16,normal
C20607,Kolkata,Delhi,1500,Textiles,1.4,3,normal
C20608,Bengaluru,Hyderabad,570,Textiles,0.42,15,normal
C20609,Mumbai,Bengaluru,980,Auto Parts,1.62,12,normal
C20610,Hyderabad,Chennai,630,Electronics,1.66,18,urgent
C20611,Kolkata,Delhi,1500,Furniture,0.2,18,normal
C20612,Bengaluru,Mumbai,980,FMCG,0.38,20,normal
C20613,Ahmedabad,Jaipur,670,Industrial Goods,1.24,22,normal
C20614,Lucknow,Delhi,550,Industrial Goods,0.32,11,same_day
C20615,Delhi,Lucknow,550,Furniture,4.4,22,normal
C20616,Delhi,Mumbai,1400,Furniture,0.75,6,normal
C20617,Jaipur,Delhi,280,Electronics,0.21,18,normal
C20618,Delhi,Kolkata,1500,Electronics,2.01,3,normal
C20619,Bengaluru,Delhi,2150,Auto Parts,0.51,7,normal
C20620,Delhi,Jaipur,280,Furniture,1.61,20,normal
C20621,Delhi,Bengaluru,2150,Electronics,2.02,1,normal
C20622,Kolkata,Bhubaneswar,440,Textiles,2.79,11,normal
C20623,Ahmedabad,Jaipur,670,Furniture,3.66,12,normal
C20624,Chennai,Bengaluru,350,Industrial Goods,0.23,12,normal
C20625,Bengaluru,Hyderabad,570,Auto Parts,0.69,2,normal
C20626,Chennai,Hyderabad,630,FMCG,1.86,3,normal
C20627,Ahmedabad,Mumbai,530,Industrial Goods,4.48,9,normal
C20628,Bhubaneswar,Kolkata,440,Furniture,0.7,4,normal
C20629,Bengaluru,Chennai,350,Auto Parts,3.41,4,same_day
C20630,Bengaluru,Mumbai,980,Textiles,0.96,1,urgent
C20631,Jaipur,Delhi,280,Electronics,0.55,23,normal
C20632,Ahmedabad,Jaipur,670,Electronics,0.87,21,same_day
C20633,Mumbai,Delhi,1400,Textiles,0.58,12,normal
C20634,Hyderabad,Chennai,630,Pharma,0.46,21,same_day
C20635,Bengaluru,Delhi,2150,Electronics,2.11,23,urgent
C20636,Delhi,Bengaluru,2150,FMCG,0.84,0,normal
C20637,Ahmedabad,Jaipur,670,Furniture,0.78,19,normal
C20638,Bengaluru,Mumbai,980,Electronics,3.76,7,normal
C20639,Kolkata,Delhi,1500,FMCG,1.88,1,same_day
C20640,Delhi,Bengaluru,2150,Auto Parts,1.37,1,normal
C20641,Kolkata,Delhi,1500,Pharma,1.67,4,same_day
C20642,Bengaluru,Delhi,2150,FMCG,0.45,4,normal
C20643,Bengaluru,Delhi,2150,Pharma,0.57,9,normal
C20644,Mumbai,Delhi,1400,Furniture,3.08,19,normal
C20645,Hyderabad,Bengaluru,570,Furniture,0.75,11,normal
C20646,Delhi,Kolkata,1500,Furniture,1.93,15,same_day
C20647,Ahmedabad,Mumbai,530,FMCG,0.23,5,normal
C20648,Mumbai,Delhi,1400,Furniture,2.87,15,normal
C20649,Ahmedabad,Mumbai,530,Electronics,0.82,5,normal
C20650,Ahmedabad,Mumbai,530,Textiles,1.66,5,same_day
C20651,Lucknow,Delhi,550,E-commerce Parcels,4.41,12,normal
C20652,Jaipur,Ahmedabad,670,Industrial Goods,0.25,0,same_day
C20653,Ahmedabad,Jaipur,670,Auto Parts,3.11,12,same_day
C20654,Hyderabad,Chennai,630,Industrial Goods,2.46,8,normal
C20655,Kolkata,Bhubaneswar,440,E-commerce Parcels,7.78,10,normal
C20656,Bengaluru,Chennai,350,Pharma,0.62,9,same_day
C20657,Delhi,Kolkata,1500,Auto Parts,3.49,19,normal
C20658,Delhi,Bengaluru,2150,Industrial Goods,5.32,23,normal
C20659,Ahmedabad,Jaipur,670,Pharma,0.85,9,normal
C20660,Kolkata,Bhubaneswar,440,Auto Parts,0.33,11,normal
C20661,Lucknow,Delhi,550,Auto Parts,2.3,11,normal
C20662,Mumbai,Ahmedabad,530,Industrial Goods,7.67,7,normal
C20663,Delhi,Mumbai,1400,FMCG,6.11,22,normal
C20664,Mumbai,Bengaluru,980,Auto Parts,0.65,6,normal
C20665,Mumbai,Ahmedabad,530,Electronics,6.26,8,normal
C20666,Kolkata,Delhi,1500,FMCG,2.13,23,normal
C20667,Hyderabad,Bengaluru,570,FMCG,0.24,7,same_day
C20668,Pune,Mumbai,150,Electronics,2.38,9,normal
C20669,Bengaluru,Hyderabad,570,Furniture,1.14,4,normal
C20670,Mumbai,Ahmedabad,530,Textiles,3.1,21,normal
C20671,Mumbai,Pune,150,Electronics,1.83,19,normal
C20672,Hyderabad,Bengaluru,570,FMCG,2.78,5,normal
C20673,Mumbai,Bengaluru,980,Textiles,5.18,19,normal
C20674,Jaipur,Ahmedabad,670,Auto Parts,1.47,15,normal
C20675,Delhi,Kolkata,1500,Industrial Goods,0.33,20,same_day
C20676,Delhi,Lucknow,550,Electronics,1.76,22,normal
C20677,Lucknow,Delhi,550,Textiles,0.77,0,normal
C20678,Bengaluru,Delhi,2150,FMCG,2.71,18,normal
C20679,Jaipur,Delhi,280,E-commerce Parcels,1.39,0,normal
C20680,Kolkata,Delhi,1500,Textiles,0.87,22,normal
C20681,Bengaluru,Chennai,350,E-commerce Parcels,6.38,8,normal
C20682,Jaipur,Delhi,280,E-commerce Parcels,1.25,17,normal
C20683,Mumbai,Ahmedabad,530,Textiles,1.9,8,normal
C20684,Ahmedabad,Mumbai,530,Electronics,6.47,17,normal
C20685,Mumbai,Ahmedabad,530,Pharma,3.24,15,normal
C20686,Bengaluru,Mumbai,980,E-commerce Parcels,1.03,8,normal
C20687,Hyderabad,Bengaluru,570,Electronics,0.61,0,normal
C20688,Hyderabad,Chennai,630,E-commerce Parcels,2.5,14,normal
C20689,Jaipur,Delhi,280,Pharma,0.9,23,normal
C20690,Chennai,Hyderabad,630,Electronics,1.9,18,normal
C20691,Kolkata,Bhubaneswar,440,E-commerce Parcels,2.34,11,normal
C20692,Jaipur,Delhi,280,Industrial Goods,0.55,5,normal
C20693,Bengaluru,Hyderabad,570,Pharma,1.33,23,normal
C20694,Lucknow,Delhi,550,FMCG,2.97,16,normal
C20695,Kolkata,Delhi,1500,Auto Parts,0.22,7,normal
C20696,Chennai,Hyderabad,630,Textiles,0.8,5,normal
C20697,Bengaluru,Hyderabad,570,FMCG,0.86,3,same_day
C20698,Bhubaneswar,Kolkata,440,FMCG,2.39,5,normal
C20699,Mumbai,Delhi,1400,Auto Parts,1.28,13,same_day
C20700,Delhi,Bengaluru,2150,Auto Parts,2.0,2,same_day
C20701,Jaipur,Ahmedabad,670,Furniture,7.7,1,normal
C20702,Bhubaneswar,Kolkata,440,Electronics,1.05,13,normal
C20703,Mumbai,Bengaluru,980,E-commerce Parcels,1.51,22,normal
C20704,Pune,Mumbai,150,Industrial Goods,0.22,18,normal
C20705,Lucknow,Delhi,550,Industrial Goods,5.89,8,normal
C20706,Bengaluru,Delhi,2150,Furniture,3.4,14,normal
C20707,Mumbai,Bengaluru,980,Electronics,6.67,0,same_day
C20708,Delhi,Mumbai,1400,Textiles,0.81,10,urgent
C20709,Pune,Mumbai,150,E-commerce Parcels,1.1,16,same_day
C20710,Delhi,Kolkata,1500,Furniture,0.52,0,same_day
C20711,Bengaluru,Mumbai,980,Pharma,2.24,23,normal
C20712,Kolkata,Delhi,1500,Electronics,1.3,4,normal
C20713,Delhi,Lucknow,550,Textiles,2.43,9,normal
C20714,Ahmedabad,Mumbai,530,Textiles,6.51,23,normal
C20715,Jaipur,Delhi,280,Textiles,0.25,23,normal
C20716,Mumbai,Bengaluru,980,FMCG,1.1,23,normal
C20717,Bengaluru,Hyderabad,570,Textiles,3.82,7,normal
C20718,Jaipur,Delhi,280,Electronics,1.3,0,same_day
C20719,Mumbai,Bengaluru,980,Textiles,0.23,11,normal
C20720,Kolkata,Bhubaneswar,440,Textiles,0.48,10,same_day
C20721,Kolkata,Delhi,1500,Textiles,6.69,23,normal
C20722,Hyderabad,Chennai,630,Furniture,0.22,23,normal
C20723,Delhi,Bengaluru,2150,E-commerce Parcels,1.87,23,normal
C20724,Bengaluru,Chennai,350,Industrial Goods,2.28,19,urgent
C20725,Hyderabad,Bengaluru,570,Electronics,0.59,23,normal
C20726,Kolkata,Bhubaneswar,440,Electronics,4.0,21,normal
C20727,Chennai,Bengaluru,350,Furniture,1.09,19,normal
C20728,Hyderabad,Bengaluru,570,Pharma,0.78,14,urgent
C20729,Jaipur,Delhi,280,Pharma,5.83,15,same_day
C20730,Delhi,Bengaluru,2150,Electronics,0.97,11,normal
C20731,Kolkata,Bhubaneswar,440,Pharma,0.77,5,normal
C20732,Bengaluru,Hyderabad,570,Furniture,1.59,13,normal
C20733,Delhi,Kolkata,1500,Industrial Goods,2.39,10,normal
C20734,Kolkata,Delhi,1500,Furniture,0.35,20,normal
C20735,Bhubaneswar,Kolkata,440,Industrial Goods,1.82,14,normal
C20736,Bengaluru,Hyderabad,570,FMCG,1.33,2,normal
C20737,Lucknow,Delhi,550,E-commerce Parcels,2.9,15,normal
C20738,Lucknow,Delhi,550,E-commerce Parcels,0.45,6,normal
C20739,Delhi,Bengaluru,2150,Auto Parts,0.63,3,same_day
C20740,Hyderabad,Bengaluru,570,Furniture,6.85,18,normal
C20741,Lucknow,Delhi,550,Pharma,0.95,7,normal
C20742,Mumbai,Delhi,1400,Textiles,1.53,17,normal
C20743,Kolkata,Bhubaneswar,440,FMCG,1.9,11,normal
C20744,Lucknow,Delhi,550,E-commerce Parcels,0.89,23,same_day
C20745,Delhi,Lucknow,550,Auto Parts,0.4,14,same_day
C20746,Delhi,Bengaluru,2150,Furniture,1.25,8,normal
C20747,Hyderabad,Chennai,630,Electronics,1.44,0,normal
C20748,Lucknow,Delhi,550,Pharma,1.36,10,normal
C20749,Pune,Mumbai,150,Pharma,3.96,19,normal
C20750,Bengaluru,Hyderabad,570,E-commerce Parcels,1.4,4,same_day
C20751,Kolkata,Delhi,1500,Auto Parts,0.57,14,same_day
C20752,Lucknow,Delhi,550,Pharma,1.63,20,normal
C20753,Bengaluru,Hyderabad,570,Industrial Goods,1.15,0,normal
C20754,Bhubaneswar,Kolkata,440,Pharma,2.08,11,normal
C20755,Bengaluru,Hyderabad,570,Industrial Goods,2.93,18,urgent
C20756,Ahmedabad,Jaipur,670,FMCG,0.85,20,normal
C20757,Bhubaneswar,Kolkata,440,Industrial Goods,0.36,16,normal
C20758,Ahmedabad,Jaipur,670,E-commerce Parcels,1.09,19,normal
C20759,Kolkata,Delhi,1500,FMCG,2.16,4,same_day
C20760,Mumbai,Bengaluru,980,Electronics,6.06,18,normal
C20761,Ahmedabad,Jaipur,670,Furniture,0.51,21,normal
C20762,Jaipur,Ahmedabad,670,FMCG,7.94,2,normal
C20763,Ahmedabad,Mumbai,530,Furniture,0.83,21,normal
C20764,Kolkata,Bhubaneswar,440,FMCG,7.72,3,normal
C20765,Delhi,Kolkata,1500,FMCG,2.78,19,normal
C20766,Delhi,Mumbai,1400,Textiles,6.14,4,normal
C20767,Delhi,Jaipur,280,FMCG,0.75,5,same_day
C20768,Delhi,Kolkata,1500,Pharma,1.22,8,normal
C20769,Delhi,Lucknow,550,E-commerce Parcels,0.58,11,normal
C20770,Ahmedabad,Mumbai,530,E-commerce Parcels,2.5,14,urgent
C20771,Bengaluru,Mumbai,980,Electronics,5.41,21,normal
C20772,Delhi,Bengaluru,2150,E-commerce Parcels,4.2,2,normal
C20773,Jaipur,Ahmedabad,670,Textiles,1.25,23,urgent
C20774,Ahmedabad,Jaipur,670,FMCG,0.45,15,urgent
C20775,Mumbai,Bengaluru,980,Auto Parts,0.76,12,normal
C20776,Hyderabad,Chennai,630,Furniture,5.83,13,normal
C20777,Hyderabad,Chennai,630,Electronics,1.93,20,same_day
C20778,Bengaluru,Chennai,350,Textiles,0.81,23,normal
C20779,Delhi,Mumbai,1400,Auto Parts,0.39,5,urgent
C20780,Kolkata,Delhi,1500,Auto Parts,2.15,1,same_day
C20781,Delhi,Kolkata,1500,Auto Parts,4.32,18,normal
C20782,Bengaluru,Chennai,350,Auto Parts,2.23,21,normal
C20783,Bhubaneswar,Kolkata,440,Furniture,0.51,3,normal
C20784,Jaipur,Ahmedabad,670,E-commerce Parcels,5.24,12,normal
C20785,Bhubaneswar,Kolkata,440,FMCG,2.69,11,same_day
C20786,Ahmedabad,Mumbai,530,Pharma,0.3,16,urgent
C20787,Mumbai,Pune,150,E-commerce Parcels,0.66,23,normal
C20788,Mumbai,Ahmedabad,530,Furniture,0.74,16,normal
C20789,Bengaluru,Hyderabad,570,Industrial Goods,0.42,2,normal
C20790,Delhi,Kolkata,1500,Furniture,4.05,19,same_day
C20791,Jaipur,Ahmedabad,670,Textiles,0.39,4,normal
C20792,Bengaluru,Hyderabad,570,Industrial Goods,2.8,0,same_day
C20793,Chennai,Hyderabad,630,Pharma,3.73,0,normal
C20794,Ahmedabad,Mumbai,530,Electronics,5.13,20,normal
C20795,Mumbai,Delhi,1400,E-commerce Parcels,2.04,0,normal
C20796,Bhubaneswar,Kolkata,440,Pharma,0.69,13,normal
C20797,Chennai,Hyderabad,630,Pharma,2.99,6,normal
C20798,Bengaluru,Hyderabad,570,Electronics,1.27,13,normal
C20799,Pune,Mumbai,150,Pharma,1.22,19,urgent
C20800,Bengaluru,Chennai,350,Auto Parts,2.4,22,normal
C20801,Chennai,Hyderabad,630,FMCG,7.01,11,normal
C20802,Delhi,Kolkata,1500,Auto Parts,1.2,12,normal
C20803,Bengaluru,Delhi,2150,Industrial Goods,0.71,23,normal
C20804,Mumbai,Pune,150,Furniture,0.66,13,normal
C20805,Ahmedabad,Mumbai,530,Electronics,0.91,15,normal
C20806,Jaipur,Ahmedabad,670,Industrial Goods,2.68,4,same_day
C20807,Mumbai,Pune,150,Textiles,2.51,11,same_day
C20808,Hyderabad,Chennai,630,Furniture,0.89,2,normal
C20809,Chennai,Bengaluru,350,FMCG,1.69,18,normal
C20810,Bengaluru,Delhi,2150,E-commerce Parcels,0.96,3,normal
C20811,Delhi,Kolkata,1500,Pharma,0.98,20,normal
C20812,Bhubaneswar,Kolkata,440,Furniture,0.24,0,normal
C20813,Mumbai,Delhi,1400,Auto Parts,0.58,1,normal
C20814,Delhi,Bengaluru,2150,Pharma,1.88,14,normal
C20815,Ahmedabad,Jaipur,670,Electronics,0.25,13,normal
C20816,Delhi,Lucknow,550,Textiles,0.4,18,urgent
C20817,Delhi,Bengaluru,2150,E-commerce Parcels,0.29,11,normal
C20818,Mumbai,Bengaluru,980,Furniture,2.7,11,normal
